word,raw_word,length,writing_time,delay,log_prob
their,their,5,2.101,0.43569999998807907,-4.859375
breathe,breathe,7,1.859,1.6269999999701978,-9.5078125
before,before,6,3.515,0.2945999999940395,-4.07421875
shooting,shooting,8,1.941,1.151,-0.74658203125
an,an,2,0.187,0.6263000000119209,-0.24169921875
"arrow,",arrow,6,1.083,2.7919000000059606,-0.07342529296875
they,they,4,2.942,2.2175999999940395,-0.732421875
are,are,3,2.579,0.6321999999880791,-0.349853515625
really,really,6,1.132,0.6390999999940395,-4.31640625
happy,happy,5,2.532,0.20090000000596048,-4.25390625
when,when,4,0.647,0.48090000000596045,-4.24609375
doing,doing,5,8.399,3.2606999999880792,-3.20703125
a,a,1,0.192,0.34070000001788137,-0.017425537109375
good,good,4,1.604,0.4810999999940395,-1.7548828125
shot.,shot,5,1.203,1.322,-12.140625
Travelers,Travelers,9,1.827,0.5098000000119209,-7.14453125
and,and,3,0.59,0.2729000000059605,-6.6015625
big,big,3,0.499,0.6854000000059605,-6.20703125
backpacks,backpacks,9,2.456,0.2092999999821186,-11.1328125
fill,fill,4,0.529,0.19190000000596047,-1.640625
the,the,3,0.3,0.2115,-0.0307769775390625
"room,",room,5,3.542,3.468699999988079,-0.2939453125
some,some,4,0.487,0.5293000000119209,-0.07159423828125
of,of,2,0.547,0.3480999999940395,-0.0009760856628417969
them,them,4,0.68,0.23939999997615813,-0.477783203125
are,are,3,0.381,0.1955,-0.449462890625
playing,playing,7,1.032,0.6260999999940395,-0.00681304931640625
card,card,4,1.112,1.0392999999821186,-5.2578125
games,games,5,0.544,0.5134000000059604,-0.07342529296875
while,while,5,1.107,0.47990000000596045,-2.2578125
other,other,5,1.005,0.341,-5.54296875
listen,listen,6,2.111,0.26630000001192095,-9.7421875
music,music,5,0.771,0.4569000000059605,-7.19140625
in,in,2,0.407,0.17840000000596046,-1.7158203125
their,their,5,1.087,0.28619999998807905,-0.1561279296875
headphones.,headphones,11,1.973,1.1335999999940396,-13.1953125
The,The,3,0.284,0.8595,-1.12890625
grilling,grilling,8,2.025,1.0626000000238418,-5.7578125
meat,meat,4,1.361,0.8639000000059605,-3.70703125
is,is,2,1.07,0.8619000000059605,-0.0513916015625
sizzling,sizzling,8,1.677,0.2726999999880791,-15.9375
in,in,2,6.737,0.4589000000059605,-0.1290283203125
the,the,3,0.359,0.6950999999940395,-0.10992431640625
truck,truck,5,1.077,0.6231999999880791,-8.2265625
kitchen,kitchen,7,1.232,1.0279000000059604,-9.9375
while,while,5,0.721,0.3851999999880791,-7.66796875
customers,customers,9,1.411,3.8065999999940394,-4.55859375
have,have,4,4.087,0.23519999998807908,-0.1195068359375
made,made,4,0.992,0.2955999999940395,-3.638671875
a,a,1,0.221,0.956,-0.017425537109375
long,long,4,1.706,0.22110000002384186,-0.6201171875
"queue,",queue,6,2.335,0.16819999998807908,-3.05859375
with,with,4,0.387,0.23430000001192092,-0.455078125
some,some,4,0.74,0.29460000002384185,-0.395751953125
holding,holding,7,1.035,0.23590000000596045,-8.4375
beer,beer,4,1.299,0.31589999997615814,-3.73828125
in,in,2,0.426,0.21790000000596046,-0.026031494140625
their,their,5,0.601,0.25690000000596047,-0.002925872802734375
hands.,hands,6,0.959,1.131699999988079,-12.0703125
The,The,3,0.311,0.1497999999821186,-0.022216796875
bookshop,bookshop,8,1.441,0.24530000001192093,-14.28125
is,is,2,0.21,0.2415,-3.564453125
calm,calm,4,0.435,0.25910000002384187,-7.8359375
and,and,3,0.293,0.26580000001192094,-0.06610107421875
"cozy,",cozy,5,0.772,0.4100999999940395,-13.375
soft,soft,4,0.722,0.2472000000178814,-1.78125
music,music,5,0.981,0.25409999999403954,-0.01165008544921875
playing,playing,7,1.088,0.24359999999403953,-1.46484375
from,from,4,0.543,0.24209999999403953,-0.748046875
a,a,1,0.163,0.34940000000596044,-2.0234375
"radio,",radio,6,1.68,1.1300999999940395,-2.943359375
with,with,4,1.297,0.2626999999880791,-3.736328125
people,people,6,1.52,0.30960000002384186,-0.59326171875
slowly,slowly,6,2.532,1.460899999976158,-5.5078125
wandering,wandering,9,2.906,0.39080000001192094,-4.29296875
around.,around,7,1.833,1.4437999999821185,-21.671875
A,A,1,0,0.7387999999821186,-1.1240234375
band,band,4,0.932,0.3371999999880791,-0.21923828125
is,is,2,0.274,0.23159999999403955,-0.031707763671875
playing,playing,7,0.962,0.693,-0.1375732421875
nice,nice,4,0.962,0.2165,-7.75
and,and,3,0.409,1.894800000011921,-2.765625
rhythmic,rhythmic,8,2.456,0.5965,-6.8046875
"music,",music,6,1.276,0.29169999998807905,-0.496337890625
while,while,5,0.581,0.29140000000596045,-2.001953125
people,people,6,0.881,0.38090000000596047,-0.74365234375
are,are,3,0.427,2.8685999999940397,-0.0164642333984375
drinking,drinking,8,4.588,0.6284000000059604,-0.379150390625
their,their,5,1.756,0.2475,-0.203369140625
coffee,coffee,6,4.867,1.199699999988079,-2.46875
or,or,2,0.238,0.3315,-4.45703125
enjoy,enjoy,5,1.389,0.2292999999821186,-11.1640625
their,their,5,0.485,0.2155,-0.1134033203125
food.,food,5,0.543,1.2300999999940396,-7.8359375
The,The,3,0.231,0.5649000000059604,-0.0560302734375
river,river,5,0.974,0.512,-0.3212890625
flows,flows,5,0.724,0.356,-0.309814453125
softly,softly,6,1.037,0.5538999999761581,-3.3671875
under,under,5,1.292,0.659800000011921,-1.8623046875
the,the,3,1.157,0.3892000000178814,-0.0958251953125
night,night,5,0.775,1.3195,-0.751953125
"sky,",sky,4,1.012,1.203699999988079,-0.06793212890625
while,while,5,1.583,0.2661999999880791,-7.2578125
campfire,campfire,8,0.945,0.36290000000596045,-9.4140625
is,is,2,0.361,0.475,-0.18408203125
crackling,crackling,9,1.492,0.4328000000119209,-13.3515625
with,with,4,0.879,0.21859999999403953,-1.626953125
people,people,6,0.792,0.26759999999403955,-0.7890625
sitting,sitting,7,1.184,0.4858000000119209,-1.0732421875
on,on,2,0.222,0.28619999998807905,-0.438720703125
tree,tree,4,0.541,0.2115,-13.09375
stamps,stamps,6,0.603,0.2147999999821186,-18.015625
around,around,6,1.131,0.19690000000596047,-1.0078125
it.,it,3,0.283,1.2738999999761582,-18.953125
The,The,3,0.238,0.40299999999999997,-0.06793212890625
store,store,5,3.414,2.1575999999940394,-0.28515625
is,is,2,2.092,0.3583000000119209,-0.055084228515625
quite,quite,5,0.84,0.7929000000059605,-2.810546875
"big,",big,4,1.215,0.9620999999940395,-2.880859375
with,with,4,1.054,0.19230000001192094,-0.0411376953125
a,a,1,0.14,0.532,-0.0009760856628417969
lot,lot,3,0.774,0.3314000000059605,-0.09405517578125
of,of,2,0.228,0.33709999999403956,-0.00389862060546875
clothes,clothes,7,1.195,3.1805,-2.52734375
being,being,5,3.272,0.30790000000596046,-5.0078125
from,from,4,0.621,1.4514000000059604,-0.3505859375
known,known,5,1.948,0.6251000000238418,-6.2265625
"designers,",designers,10,1.355,0.336,-6.0625
people,people,6,0.939,0.24219999998807906,-6.203125
are,are,3,0.53,0.24159999999403953,-0.87060546875
looking,looking,7,1.011,0.2711999999880791,-2.5078125
and,and,3,0.406,0.4372999999821186,-0.297607421875
searching,searching,9,1.335,0.7082999999821186,-2.3046875
for,for,3,0.938,0.2647999999821186,-0.0009760856628417969
something,something,9,0.963,0.40009999999403956,-2.2734375
they,they,4,0.925,0.17539999997615816,-0.1776123046875
like,like,4,0.428,0.19910000002384184,-1.5673828125
and,and,3,0.309,0.315,-4.4609375
afford.,afford,7,3.261,0.9767999999821186,-15.3828125
The,The,3,0.529,0.19209999999403954,-0.0019512176513671875
sound,sound,5,0.53,0.43340000000596046,-1.70703125
of,of,2,0.456,0.9934000000059605,-0.004871368408203125
sneakers,sneakers,8,1.848,0.2222000000178814,-3.66796875
is,is,2,0.218,0.48130000001192097,-0.6416015625
squeaking,squeaking,9,3.995,0.604,-9.7890625
while,while,5,0.918,0.31280000001192093,-4.34375
the,the,3,0.366,0.2860999999940395,-0.30419921875
crows,crows,5,0.861,2.070699999988079,-14.2734375
is,is,2,1.996,0.2642999999821186,-7.18359375
cheering,cheering,8,0.976,0.665,-3.73828125
when,when,4,0.914,0.1682000000178814,-2.025390625
an,an,2,0.188,0.21590000000596046,-0.372314453125
important,important,9,1.616,0.911699999988079,-2.173828125
moment,moment,6,1.461,0.24109999999403953,-4.80078125
takes,takes,5,0.584,0.5069000000059605,-0.002925872802734375
place.,place,6,0.994,1.1575999999940396,-18.75
The,The,3,0.193,0.181,-0.1585693359375
marked,marked,6,0.859,0.3127999999821186,-14.7265625
is,is,2,0.246,0.19209999999403954,-2.046875
packed,packed,6,0.717,0.36160000002384185,-3.4609375
with,with,4,0.528,0.26380000001192094,-0.03924560546875
tables,tables,6,0.798,0.2636999999880791,-4.4375
full,full,4,0.668,0.1915,-0.002925872802734375
of,of,2,0.384,0.2903000000119209,-0.0009760856628417969
old,old,3,0.415,1.0637000000178813,-4.02734375
"things,",things,7,0.818,0.2599000000059605,-9.6953125
people,people,6,1.622,0.3327000000178814,-0.662109375
bargaining,bargaining,10,1.898,1.012,-9.0234375
with,with,4,6.616,0.21540000000596046,-0.39892578125
sellers,sellers,7,0.891,0.7509000000059605,-6.26953125
and,and,3,0.305,0.19660000002384187,-1.7763671875
some,some,4,0.309,0.3633000000119209,-2.23828125
kids,kids,4,0.573,0.3127000000178814,-0.85009765625
are,are,3,0.31,0.437,-2.7421875
urging,urging,6,1.005,0.369,-4.796875
their,their,5,3.293,0.4139000000059605,-0.0164642333984375
parents,parents,7,0.654,0.23590000000596045,-0.93505859375
to,to,2,0.207,0.2656000000238419,-0.0009760856628417969
go,go,2,0.268,0.3590999999940395,-1.328125
home.,home,5,0.604,1.277199999988079,-18.65625
Soft,Soft,4,0.772,0.31559999999403954,-4.4453125
blue,blue,4,0.508,0.2335,-3.0703125
color,color,5,0.602,6.375300000011921,-6.3671875
lights,lights,6,6.88,0.21640000000596046,-7.44140625
the,the,3,0.31,1.978,-0.28515625
"rooms,",rooms,6,3.103,3.203800000011921,-12.4296875
children,children,8,2.016,0.26980000001192095,-3.0625
pressing,pressing,8,0.898,0.23479999998211862,-4.671875
their,their,5,0.533,1.1141999999880792,-0.01068115234375
hands,hands,5,1.745,0.233,-2.705078125
against,against,7,0.89,0.2417999999821186,-0.5859375
the,the,3,0.341,0.279,-0.0743408203125
glass,glass,5,0.886,0.5776999999880791,-2.921875
of,of,2,0.548,5.572199999988079,-1.634765625
aquariums.,aquariums,10,8.444,3.431,-13.1484375
People,People,6,1.52,0.21409999999403953,-1.400390625
rushing,rushing,7,0.724,0.16110000002384187,-5.73828125
and,and,3,0.821,0.30959999999403953,-1.0537109375
running,running,7,0.865,0.2247000000178814,-4.22265625
with,with,4,0.596,0.2425,-1.5185546875
"luggage,",luggage,8,1.571,4.448399999976158,-5.921875
some,some,4,4.98,0.19210000002384187,-0.0513916015625
are,are,3,0.344,0.3317999999821186,-0.0298309326171875
just,just,4,0.462,0.3621000000238419,-2.404296875
"travelling,",travelling,11,5.919,1.132199999988079,-7.0703125
some,some,4,0.412,0.21690000000596046,-0.386962890625
are,are,3,0.451,2.1901999999880792,-0.463623046875
going,going,5,2.505,0.48119999998807905,-0.921875
home,home,4,0.702,0.2152999999821186,-0.56884765625
to,to,2,0.171,0.6290999999940395,-0.00875091552734375
spend,spend,5,0.892,0.3635,-0.20654296875
their,their,5,0.7,0.23819999998807906,-4.05078125
time,time,4,0.337,0.366,-1.7880859375
with,with,4,0.488,0.5245999999940395,-0.0467529296875
family.,family,7,3.152,2.4502000000178814,-20.046875
The,The,3,1.155,0.21690000000596046,-0.10028076171875
room,room,4,0.458,0.4027000000178814,-0.70361328125
is,is,2,0.185,0.27389999997615816,-0.02886962890625
quite,quite,5,0.77,0.2452000000178814,-12.5859375
and,and,3,0.406,0.5960999999940395,-5.375
"elegant,",elegant,8,1.85,0.23,-4.875
with,with,4,0.472,0.6063999999761581,-0.1776123046875
large,large,5,1.146,0.4885,-4.54296875
and,and,3,0.701,0.2830999999940395,-2.064453125
soft,soft,4,1.965,0.43930000001192093,-5.015625
movements,movements,9,1.541,0.2616999999880791,-7.96875
making,making,6,0.725,0.2495,-7.98046875
the,the,3,0.449,4.66909999999404,-0.1619873046875
cups,cups,4,5.194,0.43410000002384186,-3.857421875
clinking,clinking,8,1.926,0.6269000000059605,-10.4921875
as,as,2,0.267,0.2947000000178814,-0.53759765625
tea,tea,3,0.402,0.3652000000178814,-0.061553955078125
is,is,2,0.339,0.385,-0.00875091552734375
poured,poured,6,1.805,0.33380000001192095,-0.74462890625
in.,in,3,0.678,1.263,-16.53125
People,People,6,0.718,0.193,-0.50830078125
are,are,3,0.376,0.4802999999821186,-0.0126190185546875
gliding,gliding,7,1.442,0.16790000000596048,-5.8203125
across,across,6,1.463,0.24259999999403953,-1.1103515625
the,the,3,0.264,0.17459999999403952,-0.002925872802734375
"ice,",ice,4,0.558,2.1187999999821185,-0.394287109375
some,some,4,2.161,0.42639999997615813,-1.349609375
are,are,3,0.524,0.7242999999821186,-3.125
holding,holding,7,1.569,1.3365999999940394,-2.578125
other,other,5,1.631,0.31540000000596047,-8.828125
hands,hands,5,0.749,0.2865,-4.43359375
or,or,2,0.259,6.280699999988079,-5.203125
on,on,2,6.364,0.15859999999403954,-1.953125
the,the,3,0.244,0.3537000000178814,-0.01068115234375
edge,edge,4,2.16,3.7820999999940397,-4.3828125
because,because,7,3.826,0.2930999999940395,-5.24609375
it,it,2,0.3495,0,-0.0126190185546875
's,'s,2,0.3495,0.531,-23.671875
their,their,5,0.744,0.29069999998807905,-5.0625
first,first,5,0.576,0.24239999997615813,-9.328125
time,time,4,0.721,0.24609999999403953,-11.9140625
skating.,skating,8,0.961,1.2151999999880791,-15.90625
The,The,3,0.337,0.40540000000596044,-0.11865234375
garden,garden,6,0.896,0.3097000000178814,-2.3125
bursts,bursts,6,0.746,0.239,-3.45703125
with,with,4,0.547,0.41869999998807905,-0.4599609375
"colors,",colors,7,0.821,0.6464000000059604,-3.4921875
with,with,4,0.958,0.44060000002384186,-2.099609375
bees,bees,4,2.999,0.9440999999642372,-0.93798828125
buzzing,buzzing,7,1.724,0.1995,-0.51416015625
around,around,6,0.747,1.4214000000059606,-0.76025390625
the,the,3,3.177,0.2589000000059605,-0.0560302734375
flowers.,flowers,8,1.25,5.17509999999404,-8.6015625
Lights,Lights,6,1.345,0.4805,-0.68115234375
are,are,3,0.533,0.3331999999880791,-0.0164642333984375
flashing,flashing,8,1.95,0.8407999999821186,-1.0322265625
from,from,4,1.128,0.14189999997615815,-5.2734375
all,all,3,0.258,0.2407999999821186,-1.177734375
the,the,3,0.652,0.25930000001192094,-2.03125
"direction,",direction,10,1.265,0.4745,-6.9453125
people,people,6,1.323,0.26280000001192094,-1.1025390625
are,are,3,0.381,6.54409999999404,-0.004871368408203125
walking,walking,7,1.905,0.3255,-3.919921875
carefully,carefully,9,2.04,0.7451999999880791,-5.3125
to,to,2,0.707,0.18230000001192093,-0.020294189453125
not,not,3,0.517,0.31190000000596046,-0.0164642333984375
disturb,disturb,7,1.349,0.4815,-1.0078125
the,the,3,0.529,0.234,-0.10113525390625
models,models,6,1.016,0.2614000000059605,-7.2734375
and,and,3,1.295,0.22359999999403954,-0.77294921875
make,make,4,0.8,0.33309999999403955,-0.900390625
up,up,2,0.17,0.42990000000596046,-12.5078125
artists,artists,7,1.179,0.17730000001192092,-1.9189453125
are,are,3,0.481,0.8699000000059605,-0.12298583984375
ready,ready,5,1.035,0.26509999999403955,-4.44921875
to,to,2,0.266,0.2892999999821186,-0.0009760856628417969
touch,touch,5,18.306,0.7277999999821185,-4.30078125
up,up,2,0.297,0.24090000000596046,-1.5205078125
their,their,5,0.482,0.23469999998807908,-0.057861328125
faces.,faces,6,0.701,1.3665,-7.953125
Groups,Groups,6,0.786,0.19690000000596047,-1.859375
of,of,2,0.194,0.3765,-0.022216796875
students,students,8,1.52,0.5387000000178814,-0.264404296875
are,are,3,0.577,0.2227000000178814,-0.78466796875
laughing,laughing,8,0.97,0.24259999999403953,-3.373046875
or,or,2,0.265,1.6059999999999999,-2.169921875
listening,listening,9,4.865,0.14330000001192092,-0.06610107421875
to,to,2,0.271,0.32389999997615815,-0.0009760856628417969
music,music,5,0.548,0.3445,-0.21923828125
or,or,2,0.317,0.304,-1.1083984375
studying,studying,8,2.893,0.5739000000059604,-9.3984375
discussing,discussing,10,14.705,0.34260000002384183,-8.8671875
ideas.,ideas,6,0.681,1.1765,-18.953125
All,All,3,0.332,0.16230000001192094,-0.1961669921875
the,the,3,0.255,0.38630000001192094,-0.1627197265625
cars,cars,4,0.703,0.1925,-0.25390625
are,are,3,0.3,0.4765,-0.072509765625
polished,polished,8,1.442,0.24359999999403953,-7.96875
and,and,3,0.369,0.21480000001192093,-0.256103515625
look,look,4,0.626,0.5260999999940396,-0.85693359375
"great,",great,6,1.563,0.36959999999403953,-4.86328125
you,you,3,0.434,0.36759999999403953,-1.123046875
ca,ca,2,0.3952,0,-18.3125
n't,n't,3,0.5928,0.5365,-13.5
even,even,4,0.795,0.6831999999880791,-12.7734375
believe,believe,7,1.441,0.37460000002384186,-7.2421875
some,some,4,1.835,0.19159999999403954,-7.9375
are,are,3,0.258,1.3398999999761583,-3.515625
more,more,4,2.681,0.26580000001192094,-1.7626953125
than,than,4,0.395,2.1605999999940395,-8.0546875
100,100,3,2.34,0.34030000001192096,-7.5859375
years,years,5,0.789,0.2726999999880791,-11.8203125
old.,old,4,0.508,1.406300000011921,-21.109375
The,The,3,0.216,0.19359999999403954,-0.29541015625
kids,kids,4,0.368,0.3364000000059605,-2.26953125
seems,seems,5,0.699,0.31569999998807907,-10.5703125
"nervous,",nervous,8,2.428,0.7001000000238419,-4.1640625
holding,holding,7,1.663,0.3083000000119209,-0.1468505859375
tight,tight,5,1.109,0.2923999999761581,-3.8046875
to,to,2,0.2,0.7630999999940395,-0.0164642333984375
their,their,5,1.083,0.28890000000596044,-0.0269775390625
parents,parents,7,1.52425,0,-4.2578125
while,while,5,1.08875,0.8465,-5.8046875
waiting,waiting,7,1.71,0.2654000000059605,-0.0058441162109375
for,for,3,0.366,0.5553000000119209,-0.007781982421875
their,their,5,1.344,0.2112999999821186,-0.237060546875
turn.,turn,5,0.623,1.329,-14.96875
Colorful,Colorful,8,1.208,0.688,-7.33984375
kites,kites,5,0.8,0.7885,-5.03515625
are,are,3,0.617,0.25290000000596047,-6.12890625
up,up,2,0.241,0.608,-6.77734375
in,in,2,0.619,0.15089999997615813,-0.1644287109375
the,the,3,0.283,0.21590000000596046,-0.0009760856628417969
"wind,",wind,5,1.108,1.2031999999880791,-4.51171875
with,with,4,2.185,0.36469999998807906,-2.720703125
people,people,6,1.054,0.20969999998807906,-0.99462890625
on,on,2,0.268,0.16910000002384185,-0.2822265625
the,the,3,0.312,2.1492999999821185,-0.033599853515625
beach,beach,5,2.429,0.5718999999761581,-2.03125
admiring,admiring,8,1.974,0.27,-3.671875
the,the,3,0.354,12.39570000001788,-0.002925872802734375
landscape.,landscape,10,19.918,1.424100000023842,-16.25
People,People,6,0.674,0.21489999997615813,-5.62890625
are,are,3,0.287,0.24730000001192093,-1.431640625
nervous,nervous,7,0.838,0.486,-2.57421875
and,and,3,0.497,0.2659000000059605,-1.365234375
some,some,4,0.432,0.19219999998807907,-6.0703125
"angry,",angry,6,1.669,0.1655,-5.38671875
with,with,4,0.565,0.1965,-0.1409912109375
lots,lots,4,0.531,0.168,-0.060638427734375
of,of,2,0.235,0.22769999998807908,-0.0019512176513671875
movements,movements,9,1.503,0.3334000000059605,-9.234375
and,and,3,0.766,0.5786999999880791,-1.205078125
chopping,chopping,8,1.899,0.21430000001192093,-13.609375
and,and,3,0.318,0.7240999999940395,-2.12890625
pans,pans,4,1.181,0.2597000000178814,-4.359375
sizzling.,sizzling,9,1.449,1.4992999999821186,-22.828125
The,The,3,1.387,0.264,-0.39306640625
music,music,5,0.572,0.8951999999880791,-0.94873046875
pulses,pulses,6,1.961,1.0420999999940395,-6.90625
and,and,3,1.107,0.9418000000119209,-0.468017578125
lights,lights,6,1.421,0.22390000000596047,-0.03924560546875
are,are,3,0.627,0.30589999997615813,-0.9716796875
flashing,flashing,8,1.373,0.5491999999880791,-1.3603515625
while,while,5,0.844,0.288,-3.80859375
people,people,6,0.844,0.6264000000059604,-1.46484375
move,move,4,0.969,0.289,-4.28125
to,to,2,0.315,0.1457000000178814,-0.0797119140625
the,the,3,0.275,0.283,-0.0155029296875
beat.,beat,5,3.376,1.516199999988079,-8.8671875
Even,Even,4,0.462,0.4555,-0.8330078125
though,though,6,1.568,0.1962999999821186,-0.998046875
packed,packed,6,1.47,0.3132000000178814,-0.91943359375
with,with,4,0.677,0.2512999999821186,-0.00389862060546875
"people,",people,7,1.009,0.36040000000596045,-0.12646484375
the,the,3,0.464,0.9325,-0.0633544921875
gallery,gallery,7,2.719,0.9941999999880791,-4.9140625
is,is,2,0.575,0.2671000000238419,-6.75
quite,quite,5,0.606,0.9510999999940395,-13.6875
with,with,4,1.203,0.5121999999880791,-6.29296875
soft,soft,4,0.771,0.3590999999940395,-8.1796875
conversation,conversation,12,1.567,0.26730000001192095,-6.53125
floating,floating,8,1.151,0.7484000000059605,-2.490234375
through,through,7,0.769,0.14640000000596046,-1.158203125
the,the,3,0.509,0.5443000000119209,-0.031707763671875
space.,space,6,0.945,3.4986999999880792,-7.78515625
The,The,3,0.241,0.21069999998807906,-0.0009760856628417969
air,air,3,0.314,0.6304000000059604,-0.054168701171875
is,is,2,0.193,0.20409999999403955,-0.00389862060546875
filled,filled,6,0.719,0.289,-1.6416015625
with,with,4,0.644,0.22440000000596047,-0.0009760856628417969
the,the,3,0.367,0.26130000001192094,-0.0269775390625
scent,scent,5,0.63,0.1935,-0.70556640625
of,of,2,0.218,0.26509999999403955,-0.0019512176513671875
polish,polish,6,0.913,0.7525,-9.890625
and,and,3,0.339,1.8207999999821185,-2.232421875
people,people,6,2.462,0.2659000000059605,-0.269775390625
are,are,3,0.711,0.46330000001192095,-0.0145416259765625
chatting,chatting,8,2.2,0.20790000000596046,-2.71484375
and,and,3,0.53,0.2692999999821186,-0.053253173828125
laughing.,laughing,9,2.497,1.279,-9.8359375
Me,Me,2,0.207,0.2740999999046326,-1.888671875
and,and,3,0.373,0.28739999985694886,-0.0019512176513671875
my,my,2,0.258,0.3017000000476837,-0.0307769775390625
best,best,4,0.582,0.28260000014305114,-0.358154296875
friend,friend,6,0.698,1.6148000001907348,-0.0670166015625
had,had,3,1.617,0.4417999999523163,-1.630859375
a,a,1,0.311,0.2654000000953674,-0.0009760856628417969
great,great,5,0.719,0.30029999995231627,-0.95068359375
time,time,4,0.417,0.6827999999523163,-0.11865234375
with,with,4,0.596,3.2335,-3.0703125
our,our,3,2.048,0.3485999999046326,-1.9560546875
canoe,canoe,5,1.358,3.054200000047684,-5.34375
at,at,2,3.002,0.383,-5.0
the,the,3,0.54,0.7287000000476838,-0.21533203125
lake.,lake,5,7.663,0,-5.67578125
Last,Last,4,0.604,0.6104000000953674,-5.6640625
Saturday,Saturday,8,2.521,0.39470000004768374,-0.343017578125
morning,morning,7,1.484,0.7762999999523162,-0.7294921875
I,I,1,0.66,0.3837999999523163,-0.05047607421875
went,went,4,0.474,0.3772999999523163,-0.0633544921875
to,to,2,0.319,0.6952999999523163,-0.1307373046875
the,the,3,0.766,0.4825999999046326,-0.084228515625
barbershop,barbershop,10,3.297,0.3929000000953674,-3.333984375
to,to,2,0.274,0.7864000000953675,0.0
get,get,3,1.348,0.6225,-0.01934814453125
a,a,1,0.21,0.2757999999523163,-0.002925872802734375
fresh,fresh,5,0.738,0.435,-2.8828125
haircut;,haircut,8,3.529,0.3409000000953674,-7.1875
it,it,2,0.243,0.31169999980926516,-0.004871368408203125
was,was,3,0.404,0.22370000004768373,-0.0751953125
so,so,2,0.382,1.6362000000476837,-2.162109375
crowded...,crowded,10,5.42,1.3893999998569488,-17.03125
When,When,4,0.48,0.8426000001430511,-0.0269775390625
I,I,1,0.653,0.37689999985694883,-0.03643798828125
arrived,arrived,7,1.558,1.0719000000953673,-0.77734375
for,for,3,0.417,0.2657999999523163,-0.171875
lunch,lunch,5,0.761,1.6770999999046325,-0.09136962890625
at,at,2,1.618,0.6087999999523163,-0.0887451171875
"University,",University,11,4.015,0.746,-2.302734375
I,I,1,0.565,0.3462000000476837,-0.002925872802734375
saw,saw,3,0.376,1.2275999999046325,-2.197265625
all,all,3,3.361,0.4288999998569489,-0.0155029296875
my,my,2,0.369,0.30109999990463254,-0.06427001953125
classmates,classmates,10,1.392,0.45209999990463257,-1.24609375
already,already,7,0.648,0.2557999999523163,-8.140625
at,at,2,0.251,0.2883000001907349,-0.2176513671875
the,the,3,0.367,0.4285,-0.4873046875
table,table,5,0.827,0.8545999999046325,-0.63134765625
waiting,waiting,7,1.238,0.26470000004768374,-0.806640625
for,for,3,0.306,0.175,-0.07611083984375
their,their,5,1.341,0.3366999998092651,-0.90673828125
food,food,4,0.399,0.21280000019073486,-1.9599609375
and,and,3,0.623,0.5032000000476837,-0.493408203125
playing,playing,7,0.935,0.2521000001430512,-0.0467529296875
some,some,4,0.421,0.6979000000953675,-1.943359375
card,card,4,0.932,0.19790000009536743,-3.296875
games.,games,6,2.061,2.1347000000476837,-20.109375
My,My,2,0.276,0.401,-0.055084228515625
girlfriend,girlfriend,10,4.498,0.361,-3.35546875
is,is,2,0.274,0.22259999990463256,-4.1953125
working,working,7,0.723,1.7032999999523162,-1.0556640625
at,at,2,1.706,3.180300000190735,-1.51171875
the,the,3,2.157,0.268,-2.2890625
old,old,3,0.436,0.2759000000953674,-6.62890625
art,art,3,0.38,0.5703000001907349,-0.8876953125
studio,studio,6,1.649,0.42709999990463254,-0.303466796875
and,and,3,0.347,0.7145,-1.3623046875
she,she,3,0.844,0.18860000014305114,-0.07611083984375
showed,showed,6,1.7,0.26190000009536746,-0.258544921875
me,me,2,0.237,0.19020000004768373,-0.09320068359375
some,some,4,0.479,0.716,-0.1751708984375
photos,photos,6,1.705,2.7724000000953675,-3.34375
of,of,2,0.675,0.5543000001907349,-0.06793212890625
their,their,5,1.192,1.1385,-6.0546875
new,new,3,2.18,0.3857999999523163,-2.66796875
pieces;,pieces,7,2.469,0.3387000000476837,-10.3125
there,there,5,0.481,0.306,-0.1324462890625
were,were,4,0.978,0.26309999990463256,-1.0625
a,a,1,0.123,0.237,-0.0009760856628417969
lot,lot,3,0.367,0.5547999999523163,-0.278564453125
of,of,2,1.429,0.7548999998569489,-0.007781982421875
paintings,paintings,9,1.711,0.6597000000476837,-1.3330078125
and,and,3,1.619,0.8012999999523163,-3.203125
canvases.,canvases,9,1.143,1.7782000000476836,-13.609375
I,I,1,0,0.3122999999523163,-0.265869140625
saw,saw,3,0.297,0.2735,-2.462890625
the,the,3,0.35,0.43090000009536744,-0.277099609375
gardener,gardener,8,1.063,0.3567000000476837,-0.595703125
in,in,2,0.245,0.2845,-0.480712890625
the,the,3,0.288,0.27630000019073486,-0.072509765625
morning,morning,7,1.702,2.691100000143051,-6.23046875
at,at,2,0.461,0.36279999995231627,-2.3125
the,the,3,0.467,2.267799999952316,-0.037384033203125
conservatory,conservatory,12,3.558,0.2742999999523163,-1.7724609375
taking,taking,6,0.809,0.9125,-0.65234375
care,care,4,1.145,0.2475,-1.220703125
of,of,2,0.227,0.479,-0.0009760856628417969
the,the,3,3.771,0.3742000000476837,-1.099609375
beautiful,beautiful,9,1.531,0.2970999999046326,-3.0
flowers,flowers,7,1.064,0.3894000000953674,-1.0615234375
he,he,2,0.247,0.24010000014305113,-1.00390625
planted,planted,7,0.752,0.20519999980926515,-1.7998046875
some,some,4,0.369,0.22990000009536743,-0.08154296875
