word,raw_word,length,writing_time,delay,log_prob
"pens,",pens,5,2.981,1.5267000000476838,-20.40625
all,all,3,1.626,0.40739999985694886,-0.291748046875
of,of,2,0.382,0.7627000000476837,-0.004871368408203125
us,us,2,0.837,3.3985999999046324,-5.45703125
were,were,4,3.84,0.44389999985694883,-1.7021484375
focused,focused,7,1.276,0.6439000000953674,-0.97607421875
on,on,2,0.339,2.7386000001430513,-0.01165008544921875
learning,learning,8,5.305,2.477799999952316,-3.33984375
to,to,2,0.262,0.36090000009536743,-0.004871368408203125
pass,pass,4,0.588,0.9877000000476838,-0.50390625
the,the,3,1.22,0.9025999999046326,-0.21923828125
final,final,5,1.048,0.24960000014305114,-1.283203125
exam.,exam,5,1.116,1.844399999856949,-20.5625
I,I,1,0,0.3767000000476837,-0.013580322265625
could,could,5,0.676,0.258,-0.81689453125
not,not,3,0.383,0.4235999999046326,-0.66162109375
believe,believe,7,1.183,0.7395,-2.6015625
when,when,4,0.889,0.5222000000476837,-2.052734375
I,I,1,0.376,0.2892999999523163,-0.0145416259765625
found,found,5,0.546,5.105299999952316,-1.5322265625
the,the,3,5.386,0.3157999999523163,-0.25
last,last,4,0.654,0.7417999999523163,-2.453125
piece,piece,5,1.087,0.21739999985694886,-4.796875
for,for,3,0.408,0.3600999999046326,-5.03125
my,my,2,0.495,1.1802999999523163,-0.46923828125
comic,comic,5,7.607,2.108100000143051,-5.78125
book,book,4,0.799,0.4705,-0.044891357421875
collection,collection,10,1.648,4.956700000047683,-0.7802734375
at,at,2,5.636,0.3914000000953674,-0.52978515625
the,the,3,0.342,0.21359999990463258,-0.4697265625
flea,flea,4,0.511,0.27780000019073486,-0.004871368408203125
market;,market,7,1.736,0.4415,-0.022216796875
it,it,2,0.369,0.21520000004768372,-0.0019512176513671875
was,was,3,0.332,0.6822999999523163,-0.0145416259765625
so,so,2,0.715,0.30229999995231627,-0.1544189453125
"crowded,",crowded,8,2.256,0.24059999990463257,-5.0859375
everyone,everyone,8,0.986,0.8571999998092651,-3.396484375
was,was,3,1.193,0.45260000014305113,-0.1134033203125
looking,looking,7,1.291,1.3597999999523163,-0.1898193359375
for,for,3,1.454,0.4002000000476837,-0.0019512176513671875
hidden,hidden,6,1.007,0.7021000001430512,-3.51953125
gems,gems,4,0.838,0,-17.59375
Last,Last,4,0.435,0.23890000009536744,-2.263671875
winter,winter,6,3.021,1.9647999999523162,-3.5546875
I,I,1,0.425,0.275,-0.14599609375
went,went,4,0.674,0.49590000009536744,-0.07342529296875
to,to,2,0.444,1.6992000000476837,-0.0164642333984375
that,that,4,1.656,0.8250999999046326,-1.9921875
Ski,Ski,3,1.498,0.8827000000476837,-0.1954345703125
resort,resort,6,1.296,1.1977999999523163,-0.798828125
I,I,1,0.855,0.3127000000476837,-0.0126190185546875
always,always,6,0.973,0.9085,-0.42236328125
dreamed,dreamed,7,2.014,0.2887999999523163,-0.413818359375
of;,of,3,5.903,0.3688000001907349,-5.38671875
it,it,2,0.435,0.3567000000476837,0.0
was,was,3,0.414,0.2605,-0.203369140625
so,so,2,1.106,0.4719000000953674,-0.443115234375
nice,nice,4,0.455,9.668699999809265,-1.427734375
to,to,2,8.79,0.2893000001907349,0.0
finally,finally,7,0.743,0.35839999985694887,-2.357421875
be,be,2,0.355,0.2552999999523163,-2.9609375
there,there,5,0.509,0.5554000000953674,-3.50390625
with,with,4,0.865,0.6788999998569488,-0.06884765625
a,a,1,0.516,0.632,-0.21533203125
warm,warm,4,0.79,0.3984000000953674,-1.951171875
drink,drink,5,1.202,0.9352000000476837,-4.1875
in,in,2,0.282,0.7920999999046325,-0.060638427734375
my,my,2,1.065,0.3155,-0.0097198486328125
hands,hands,5,1.895,1.0745,-1.865234375
and,and,3,0.472,0.966,-0.045806884765625
see,see,3,0.473,1.4505,-2.716796875
the,the,3,1.522,0.23710000014305116,-0.47216796875
snowflakes,snowflakes,10,1.676,0.398,-0.0345458984375
falling,falling,7,1.109,0.45120000004768374,-0.46728515625
everywhere,everywhere,10,1.921,1.2508999998569488,-20.046875
The,The,3,0.358,0.4435,-0.04766845703125
tailor,tailor,6,2.118,0.6262999999523163,-2.171875
was,was,3,0.485,0.22909999990463256,-0.01165008544921875
so,so,2,0.198,0.37740000009536745,-6.2265625
busy,busy,4,0.656,1.0492999999523163,-2.08203125
when,when,4,0.873,0.697,-0.05877685546875
I,I,1,0.509,0.26789999985694884,-0.77392578125
arrived;,arrived,8,39.815,3.8398999998569487,-3.64453125
he,he,2,0.422,0.3688000001907349,-0.0860595703125
was,was,3,0.414,52.5505,-0.01068115234375
measuring,measuring,9,3.995,4.240100000143051,-11.1328125
a,a,1,3.822,0.329,-0.1427001953125
custom,custom,6,0.716,0.5197000000476837,-0.99609375
suit,suit,4,0.544,0.26510000014305113,-0.0250701904296875
for,for,3,0.386,0.631,-0.8544921875
a,a,1,0.489,1.6065,-6.40234375
old,old,3,1.663,1.4194000000953673,-7.3203125
man,man,3,3.108,2.2815,-1.203125
having,having,6,2.667,2.3585999999046328,-5.546875
a,a,1,2.145,0.281,-0.00875091552734375
very,very,4,0.569,0.31409999990463255,-0.1873779296875
important,important,9,1.299,0.49509999990463255,-0.568359375
meeting.,meeting,8,4.218,1.1027999999523164,-15.1328125
When,When,4,0.439,0.6799000000953674,-0.0155029296875
I,I,1,0.483,0.8615,-0.46240234375
"arrived,",arrived,8,1.55,0.36860000014305117,-1.0107421875
the,the,3,0.36,0.33270000004768374,-0.0019512176513671875
lobby,lobby,5,9.493333333333334,0,-3.33203125
s,was,1,1.8986666666666665,2.122799999952316,-0.10992431640625
buzzing,buzzing,7,1.572,0.3882999999523163,-11.796875
with,with,4,0.625,0.2898000001907349,-5.5078125
conversations,conversations,13,6.13,0.4835,-13.7890625
and,and,3,0.324,0.5187999999523163,-5.21484375
I,I,1,0.422,0.26810000014305113,-5.52734375
was,was,3,0.337,0.5893999998569488,-6.125
seeing,seeing,6,2.082,0.31310000014305117,-12.6015625
only,only,4,0.628,0.30529999995231627,-12.765625
elegant,elegant,7,0.992,0.2804000000953674,-13.125
outfits,outfits,7,2.608,0.4847000000476837,-17.75
and,and,3,0.354,0.25639999985694883,-4.859375
champagne,champagne,9,2.005,0.681,-8.625
glasses.,glasses,8,2.953,1.672100000143051,-18.8125
Last,Last,4,0.461,0.4197000000476837,-5.390625
Sunday,Sunday,6,1.86,0.2735,-5.125
we,we,2,0.266,0.3067000000476837,-0.2144775390625
want,want,4,0.616,0.7660999999046326,-18.34375
to,to,2,0.748,0.5324000000953675,-1.35546875
the,the,3,0.467,1.4848999998569488,-4.9296875
pool;,pool,5,4.006,0.8287999999523163,-9.78125
it,it,2,0.23,0.5832999999523163,-0.01165008544921875
was,was,3,0.634,1.7197000000476836,-0.00875091552734375
a,a,1,1.548,0.2977000000476837,-0.022216796875
sunny,sunny,5,0.734,0.5415,-4.4375
day,day,3,0.705,0.5035,-0.04766845703125
and,and,3,0.608,0.2292000000476837,-1.888671875
we,we,2,0.234,0.34960000014305115,-0.0439453125
wanted,wanted,6,0.7,1.068800000190735,-0.56787109375
to,to,2,1.019,1.6011999998092652,0.0
have,have,4,0.878,0.3142999999523163,-0.00389862060546875
a,a,1,0.169,0.2265,-0.00389862060546875
great,great,5,0.592,0.37109999990463255,-1.62890625
time;,time,5,4.432,0.49219999980926515,-0.4462890625
we,we,2,0.372,0.5990999999046326,-0.0411376953125
laughed,laughed,7,1.188,1.925,-3.59765625
so,so,2,1.927,0.7861000001430511,-0.2001953125
much.,much,5,13.153,1.4334000000953675,-16.234375
When,When,4,0.48,0.6228999998569489,-0.002925872802734375
I,I,1,0.423,0.4282000000476837,0.0
was,was,3,0.396,0.2775,0.0
a,a,1,0.121,0.2855999999046326,-0.0009760856628417969
kid,kid,3,0.449,3.344799999952316,-0.218505859375
I,I,1,3.214,0.8615,-0.042083740234375
visited,visited,7,1.196,0.2545,-1.681640625
a,a,1,0.118,0.48759999990463254,-0.2208251953125
haunted,haunted,7,0.976,0.9726999998092651,-0.026031494140625
house,house,5,1.726,0.5812999999523163,-0.0250701904296875
during,during,6,0.554,0.31130000019073484,-0.386962890625
the,the,3,0.42,0.8556000001430512,-2.552734375
Halloween,Halloween,9,1.946,1.117,-2.0546875
and,and,3,0.724,0.5014000000953674,-2.24609375
I,I,1,0.421,0.2682999999523163,-0.10113525390625
got,got,3,0.297,0.2635,-2.06640625
so,so,2,0.252,0.22589999985694886,-2.61328125
scared,scared,6,0.662,1.6715999999046325,-5.53125
from,from,4,1.874,0.4965,-4.31640625
their,their,5,0.758,0.6774000000953674,-5.60546875
special,special,7,1.02,0.40080000019073486,-1.6259765625
effects.,effects,8,10.014,1.2975,-17.0
It,It,2,0.257,0.4740999999046326,-0.10992431640625
was,was,3,0.471,0.6445999999046326,-0.171875
so,so,2,0.56,0.32320000004768373,-2.15234375
nice,nice,4,6.706,2.3039000000953673,-3.26953125
when,when,4,0.606,0.3422999999523163,-0.97265625
we,we,2,0.387,0.2611000001430511,-1.93359375
went,went,4,0.831,0.4842000000476837,-1.083984375
to,to,2,0.439,0.4297000000476837,-0.044891357421875
the,the,3,0.274,0.31989999985694884,-0.1602783203125
juice,juice,5,0.714,0.3405,-0.0250701904296875
bar;,bar,4,0.504,0.7137000000476837,-0.06976318359375
I,I,1,0.426,0.3355,-1.28515625
learnt,learnt,6,0.717,0.9488000001907348,-6.9609375
a,a,1,0.201,0.5865999999046325,-0.1177978515625
new,new,3,0.567,0.19039999985694886,-1.5166015625
recipe,recipe,6,0.687,5.116799999952316,-1.0380859375
for,for,3,5.074,0.25989999985694884,-0.045806884765625
a,a,1,0.124,0.2647999999523163,-0.00681304931640625
healthy,healthy,7,1.032,0.3595999999046326,-2.611328125
breakfast.,breakfast,10,18.587,2.0350999999046326,-14.90625
I,I,1,0,0.7935,-1.521484375
watch,watch,5,1.169,0.4456000001430511,-3.599609375
the,the,3,0.404,1.5405999999046325,-0.02886962890625
crew,crew,4,2.996,0.4075,-2.5859375
"hustle,",hustle,7,1.432,0.2852000000476837,-14.0546875
trying,trying,6,0.671,0.25439999985694883,-0.10552978515625
to,to,2,0.262,0.3162000000476837,0.0
get,get,3,0.368,0.17190000009536743,-3.08984375
the,the,3,0.283,0.5700999999046326,-0.023162841796875
best,best,4,0.936,0.23069999980926514,-5.19140625
set,set,3,0.459,4.746400000095368,-5.828125
and,and,3,4.699,0.2547999999523163,-4.3828125
the,the,3,0.699,0.2545,-0.0633544921875
actors,actors,6,2.072,1.5805999999046325,-1.0263671875
were,were,4,1.824,0.32120000004768373,-4.58984375
getting,getting,7,1.54,0.2769000000953674,-2.0
ready;,ready,6,5.653,0.3454000000953674,-5.703125
every,every,5,0.803,0.3097000000476837,-0.2049560546875
detail,detail,6,0.84,0.4619000000953674,-1.5439453125
is,is,2,0.314,0.2531000001430512,-3.279296875
perfected,perfected,9,1.293,0.2135,-0.69921875
for,for,3,0.284,0.30410000014305116,-0.116943359375
the,the,3,0.299,0.2730999999046326,-0.08154296875
next,next,4,0.798,0.2895999999046326,-2.015625
scene.,scene,6,1.061,1.244,-19.640625
It,It,2,0.166,0.21940000009536742,-0.0155029296875
was,was,3,0.34,0.21710000014305114,-0.0298309326171875
so,so,2,0.194,0.25409999990463256,-3.0078125
crowded,crowded,7,1.034,0.7371000001430511,-1.9619140625
at,at,2,0.555,0.6696000001430511,-1.23046875
the,the,3,0.399,0.6605999999046326,-0.045806884765625
fish,fish,4,1.166,0.30679999995231627,0.0
and,and,3,0.295,0.3742999999523163,-0.00681304931640625
chips,chips,5,0.805,0.24090000009536744,-0.05047607421875
shop;,shop,5,2.56,0.3455,-1.5556640625
orders,orders,6,1.371,1.3132999999523163,-1.5205078125
were,were,4,1.608,0.2977000000476837,-0.01165008544921875
shouted,shouted,7,1.664,0.6355,-4.1640625
by,by,2,0.562,0.287,-1.24609375
everyone,everyone,8,1.035,1.1957000000476836,-3.40625
because,because,7,1.648,0.3595,-3.48046875
the,the,3,0.387,0.20090000009536743,-0.004871368408203125
food,food,4,0.407,0.27539999985694885,-0.472900390625
there,there,5,0.442,0.615,-0.67041015625
was,was,3,0.468,0.2317999999523163,-0.042083740234375
so,so,2,0.206,0.3012000000476837,-0.1961669921875
tasty;,tasty,6,5.645,0.956,-15.8125
I,I,1,0.413,1.9042999999523162,-2.25
stayed,stayed,6,1.1,0.43989999985694883,-4.16796875
in,in,2,0.383,0.22540000009536743,-0.09405517578125
a,a,1,0.077,0.20359999990463257,-0.43994140625
very,very,4,0.593,0.3717999999523163,-1.541015625
big,big,3,0.695,0.3367000000476837,-6.6640625
queue,queue,5,1.947,0.6979000000953675,-7.875
for,for,3,0.492,0.20759999990463257,-0.0058441162109375
about,about,5,0.586,0.7532000000476837,-0.480712890625
one,one,3,0.842,0.2546000001430512,-5.12890625
hour.,hour,5,0.735,1.0875,-16.515625
I,I,1,0,0.41189999985694886,-1.875
jog,jog,3,0.467,0.29079999995231626,-15.2109375
past,past,4,0.493,0.22760000014305115,-1.869140625
"trees,",trees,6,4.144,0.9279000000953674,-14.328125
the,the,3,0.893,0.27339999985694885,-0.026031494140625
birds,birds,5,0.843,1.2751000001430512,-0.0183868408203125
chirp,chirp,5,1.606,1.362,-12.03125
"above,",above,6,2.512,0.6095999999046325,-10.265625
the,the,3,0.37,0.29440000009536743,-1.044921875
people,people,6,0.864,0.5600999999046326,-2.640625
were,were,4,1.109,0.24679999995231627,-5.45703125
sipping,sipping,7,0.938,0.21489999985694885,-2.544921875
coffee,coffee,6,0.756,0.6928999998569488,-0.5966796875
and,and,3,1.512,0.31840000009536745,-1.82421875
the,the,3,0.553,0.3417000000476837,-0.004871368408203125
skyline,skyline,7,0.977,0.3815,-11.0546875
rises,rises,5,0.788,0.20930000019073486,-3.916015625
as,as,2,1.39,0.3093999998569488,-2.91796875
the,the,3,0.293,0.25959999990463256,-0.197021484375
park,park,4,0.476,0.6592999999523163,-2.87890625
seems,seems,5,0.838,0.4265,-1.8388671875
to,to,2,0.27,0.47890000009536743,0.0
come,come,4,0.525,0.3537000000476837,-1.328125
alive,alive,5,0.816,0.3115,-0.0019512176513671875
with,with,4,0.515,0.3205,-0.00681304931640625
morning,morning,7,1.135,0.33280000019073486,-6.4140625
energy.,energy,7,1.115,1.1104000000953673,-20.78125
When,When,4,0.523,0.6915,-0.053253173828125
I,I,1,0.509,0.26140000009536746,-0.1824951171875
went,went,4,0.625,0.236,-2.23828125
to,to,2,0.229,0.5720999999046326,-0.045806884765625
the,the,3,0.41,0.2652999999523163,-0.477783203125
last,last,4,0.491,0.2962000000476837,-6.22265625
basketball,basketball,10,1.82,0.46919999980926513,-0.70458984375
"game,",game,5,3.352,0.5308999998569488,-0.4267578125
I,I,1,0.339,0.6494000000953675,-0.004871368408203125
saw,saw,3,0.655,1.4157999999523163,-3.85546875
a,a,1,1.261,0.21570000004768372,-0.02886962890625
very,very,4,0.608,0.2485,-1.263671875
nice,nice,4,0.397,0.5353999998569489,-4.984375
slam,slam,4,0.678,0.5842000000476837,-0.209716796875
dunk,dunk,4,0.789,1.6613999998569489,-10.5859375
and,and,3,0.37,0.2830999999046326,-1.765625
the,the,3,0.361,0.27120000004768374,-0.08154296875
court,court,5,0.713,0.7438999998569489,-3.837890625
was,was,3,0.789,0.8408999998569489,-0.065185546875
filled,filled,6,1.314,0.5783999998569489,-1.6025390625
with,with,4,0.872,0.24890000009536742,-0.0009760856628417969
energy.,energy,7,0.843,1.2750999999046326,-14.1484375
I,I,1,0,0.20639999985694885,-0.040191650390625
was,was,3,0.249,0.44440000009536745,-0.320556640625
walking,walking,7,1.455,0.5952000000476837,-0.44189453125
through,through,7,1.592,0.4235,-1.4912109375
the,the,3,0.387,0.2674000000953674,-0.288818359375
boutique,boutique,8,2.108,0.5761000001430512,-4.45703125
and,and,3,0.616,0.6273000001907348,-3.23046875
I,I,1,0.498,0.2647999999523163,-0.0298309326171875
saw,saw,3,0.383,0.45870000004768374,-0.345703125
excited,excited,7,1.372,0.25880000019073485,-7.05859375
shoppers,shoppers,8,3.21,0.2705,-12.546875
trying,trying,6,1.355,0.3785,-0.439453125
on,on,2,0.265,1.6735,-0.80517578125
outfits,outfits,7,2.397,8.6285,-3.162109375
and,and,3,0.417,0.4130999999046326,-0.5712890625
running,running,7,1.074,1.1055,-8.5
to,to,2,0.323,1.622,0.0
catch,catch,5,2.011,0.2912000000476837,-7.65625
the,the,3,0.332,0.25909999990463256,-0.054168701171875
best,best,4,0.844,0.31720000004768373,-4.171875
sales.,sales,6,0.745,1.261,-22.703125
I,I,1,0,0.30940000009536744,-0.01934814453125
was,was,3,0.332,0.3605999999046326,-4.71484375
standing,standing,8,1.922,0.21459999990463258,-0.5849609375
in,in,2,0.196,0.32770000004768374,-0.017425537109375
line,line,4,0.565,0.21880000019073487,-0.7802734375
thinking,thinking,8,10.239,2.3002000000476834,-0.9599609375
about,about,5,1.117,1.6485999999046326,-0.16943359375
my,my,2,1.629,0.2527999999523163,-0.0670166015625
next,next,4,0.723,0.2667999999523163,-4.8984375
travel,travel,6,0.963,0.5347000000476837,-8.9375
and,and,3,0.467,0.37740000009536745,-0.53076171875
being,being,5,0.537,12.799099999904632,-3.103515625
so,so,2,12.722,0.5912000000476837,-0.607421875
happy,happy,5,0.834,0.3294000000953674,-1.9853515625
that,that,4,0.446,0.22210000014305115,-1.892578125
finally,finally,7,0.688,1.045100000143051,-6.67578125
I,I,1,0.892,0.4567999999523163,-0.00875091552734375
will,will,4,0.685,0.3667000000476837,-5.140625
visit,visit,5,0.522,1.2107000000476837,-4.5078125
my,my,2,1.233,0.7505999999046326,-1.6962890625
friend,friend,6,0.669,0.38290000009536745,-2.41796875
from,from,4,0.363,0.5837999999523162,-2.15234375
Asia.,Asia,5,0.772,1.6450999999046325,-11.3984375
The,The,3,0.338,0.275,-0.0164642333984375
dance,dance,5,0.51,0.42129999995231626,-0.12469482421875
floor,floor,5,2.032,0.7045999999046326,-0.2293701171875
was,was,3,0.62,0.27989999985694886,-0.0770263671875
"full,",full,5,0.775,0.22779999995231628,-10.890625
everybody,everybody,9,3.794,4.522800000190735,-5.88671875
had,had,3,4.581,0.4805,-3.12109375
fun,fun,3,0.458,0.5751000001430512,-4.921875
at,at,2,0.583,0.5597000000476837,-0.381103515625
my,my,2,0.522,0.23519999980926515,-7.09375
wedding.,wedding,8,1.251,1.47,-12.46875
I,I,1,0,0.7005,-1.2412109375
enjoyed,enjoyed,7,1.334,1.1557000000476838,-2.91015625
watching,watching,8,11.461,2.916800000190735,-0.9541015625
dogs,dogs,4,0.916,0.2835,-2.640625
learning,learning,8,0.712,0.28910000014305115,-5.9609375
new,new,3,0.421,0.2532000000476837,-0.607421875
tricks;,tricks,7,5.707,0.7142000000476837,-9.265625
it,it,2,0.674,0.21859999990463258,-0.00389862060546875
was,was,3,0.339,0.24809999990463258,-0.013580322265625
funny,funny,5,0.602,2.800200000047684,-3.66015625
when,when,4,3.256,3.0548000001907347,-2.7734375
the,the,3,2.823,0.2075,-0.591796875
trainer,trainer,7,0.644,0.7815,-2.91796875
gave,gave,4,0.927,0.26480000019073485,-1.2265625
a,a,1,0.137,0.20359999990463257,-0.0241241455078125
treat,treat,5,0.906,0.961,-5.328125
to,to,2,0.436,0.3424000000953674,-0.01165008544921875
the,the,3,0.547,0.4027999999523163,-0.099365234375
dogs,dogs,4,0.633,0.6072999999523163,-3.0390625
each,each,4,0.821,0.531,-12.96875
tail,tail,4,0.977,0.4677999999523163,-0.8203125
was,was,3,0.855,0.45370000004768374,-1.21875
wagging.,wagging,8,1.18,1.2759000000953675,-23.609375
Everything,Everything,10,2.167,0.31469999980926516,-2.876953125
was,was,3,0.387,0.689,-0.1134033203125
so,so,2,0.67,0.33209999990463257,-0.57421875
chaotic,chaotic,7,1.613,8.66939999985695,-3.947265625
in,in,2,8.383,0.2725,-0.07342529296875
the,the,3,0.301,0.20259999990463257,-0.09136962890625
"kitchen,",kitchen,8,2.645,0.288,-0.415771484375
chefs,chefs,5,0.504,0.7968999998569488,-4.4765625
were,were,4,1.106,2.3485,-0.0596923828125
rapidly,rapidly,7,3.212,0.2705,-6.22265625
preparing,preparing,9,1.117,0.7295,-1.677734375
the,the,3,0.844,0.20090000009536743,-0.4794921875
first,first,5,0.634,0.24490000009536744,-4.87109375
plates.,plates,7,0.943,1.2667999999523163,-19.90625
I,I,1,0,0.3155,-2.38671875
carve,carve,5,0.954,0.3615,-15.671875
in,in,2,0.225,0.2812000000476837,-0.159423828125
silence,silence,7,0.87,13.881299999952317,-8.15625
and,and,3,0.419,0.2875999999046326,-2.9765625
the,the,3,0.447,0.4897000000476837,-0.345703125
sculpture,sculpture,9,1.914,1.2305,-4.08984375
slowly,slowly,6,2.842,0.8177000000476837,-2.134765625
started,started,7,2.922,0.31290000009536745,-5.1875
to,to,2,0.179,0.267,0.0
take,take,4,0.367,0.19930000019073485,-0.0097198486328125
shape.,shape,6,4.199,1.2222999999523163,-16.9375
I,I,1,0,0.2884000000953674,-0.52783203125
saw,saw,3,0.317,0.22370000004768373,-2.462890625
so,so,2,0.227,0.3492000000476837,-0.06610107421875
many,many,4,0.839,0.2889000000953674,0.0
fans,fans,4,0.434,1.9939000000953675,-4.671875
chatting,chatting,8,2.646,0.36629999995231627,-3.619140625
excitedly,excitedly,9,1.571,0.43380000019073484,-8.4921875
before,before,6,0.818,0.2377000000476837,-0.52978515625
the,the,3,0.33,0.6160999999046326,-0.0241241455078125
convention,convention,10,1.684,0.9107000000476837,-0.49755859375
started;,started,8,1.846,0.3657000000476837,-13.6015625
now,now,3,0.442,1.861600000143051,-0.22705078125
all,all,3,2.129,0.32659999990463257,-0.36279296875
of,of,2,0.25,1.0357000000476837,-0.0058441162109375
us,us,2,1.084,0.2322000000476837,-0.6953125
are,are,3,0.577,0.2105,-0.71142578125
waiting,waiting,7,6.561,0.9196999998092652,-0.035491943359375
for,for,3,0.532,0.45560000014305113,-0.013580322265625
the,the,3,0.334,0.2874000000953674,-0.94287109375
speaker,speaker,7,1.034,0.8011000001430512,-8.640625
to,to,2,0.609,0.3497000000476837,-0.00681304931640625
bring,bring,5,0.506,0.47060000014305114,-4.23828125
on,on,2,1.063,0.3392999999523163,-2.2734375
the,the,3,0.34,0.5517999999523163,-0.057861328125
main,main,4,0.455,0.8096000001430511,-1.625
event.,event,6,1.3,1.349100000143051,-12.2265625
In,In,2,0.218,0.6623000001907349,-6.109375
each,each,4,0.439,0.4327000000476837,-11.328125
"morning,",morning,8,1.197,1.4945999999046327,-2.919921875
I,I,1,1.233,0.36060000014305116,-0.042999267578125
stretch,stretch,7,1.408,0.535,-4.94140625
on,on,2,0.38,0.3851000001430511,-0.45556640625
the,the,3,0.329,0.20430000019073485,-0.00875091552734375
sand,sand,4,0.761,0.30660000014305117,-0.58447265625
and,and,3,0.477,0.5039000000953674,-0.1602783203125
see,see,3,0.524,0.4649000000953674,-14.203125
sun,sun,3,0.558,0.6279000000953674,-1.78125
rises,rises,5,0.939,1.2247000000476838,-6.22265625
slowly;,slowly,7,7.601,1.4810999999046326,-15.5
I,I,1,1.256,0.31820000004768373,-0.004871368408203125
love,love,4,0.448,0.2382000000476837,-2.00390625
the,the,3,1.086,1.272,-0.08331298828125
fresh,fresh,5,1.544,0.26820000004768374,-1.224609375
air,air,3,0.336,0.24890000009536742,-0.20654296875
in,in,2,0.19,0.30909999990463255,-0.92578125
the,the,3,0.338,0.24790000009536745,-0.171875
morning.,morning,8,2.711,1.339,-7.875
The,The,3,0.872,2.8300999999046326,0.0
atmosphere,atmosphere,10,12.226,0.43280000019073483,-0.07794189453125
in,in,2,0.181,0.44480000019073485,-0.170166015625
the,the,3,0.507,0.386,-0.0887451171875
cafe,cafe,4,0.613,0.38730000019073485,-0.053253173828125
was,was,3,0.551,0.5535,-0.094970703125
so,so,2,0.433,0.5373000001907349,-0.12213134765625
"peaceful,",peaceful,9,7.299,0.6968999998569488,-4.44921875
I,I,1,0.513,0.33860000014305114,-0.0009760856628417969
was,was,3,0.341,0.24170000004768372,-1.86328125
sipping,sipping,7,0.963,0.876,-0.231689453125
my,my,2,1.025,0.3595999999046326,-2.16796875
warm,warm,4,0.611,3.9229000000953675,-4.0078125
drink,drink,5,6.429,1.2427999999523163,-2.384765625
and,and,3,0.359,0.32140000009536746,-0.178466796875
listening,listening,9,1.995,0.2265,-0.0145416259765625
to,to,2,0.204,0.33839999985694885,-0.0009760856628417969
the,the,3,0.382,2.479299999952316,-0.141845703125
soft,soft,4,2.604,0.3919000000953674,-0.9658203125
music,music,5,0.747,0.21779999995231628,-0.15185546875
in,in,2,0.204,0.40280000019073486,-0.06610107421875
background.,background,11,3.89,1.9347000000476837,-20.859375
The,The,3,0.482,0.29079999995231626,-0.0155029296875
room,room,4,0.577,0.28610000014305115,-1.2978515625
was,was,3,0.318,0.2887999999523163,-5.83984375
"buzzing,",buzzing,8,0.99,0.6715,-10.03125
instructors,instructors,11,9.094,0.9690000000000001,-10.3828125
shout,shout,5,3.346,1.0179000000953675,-9.2421875
for,for,3,1.13,0.22990000009536743,-0.405517578125
motivation,motivation,10,1.574,6.1045,-9.390625
as,as,2,0.186,0.24790000009536745,-0.366943359375
we,we,2,0.458,0.4917000000476837,-2.341796875
push,push,4,0.669,1.9966999998092652,-11.2109375
through,through,7,2.737,0.36019999980926515,-0.57177734375
the,the,3,0.34,0.2762000000476837,-0.57080078125
workout.,workout,8,1.246,1.1422000000476837,-15.8515625
When,When,4,128.945,0.6850999999046326,-0.038330078125
I,I,1,0.509,0.5971000001430512,-0.60791015625
went,went,4,0.771,0.2897999999523163,-4.234375
to,to,2,0.204,0.3817999999523163,-0.67431640625
the,the,3,0.406,0.27310000014305114,-0.09759521484375
pawn,pawn,4,1.231,0.44420000004768373,-0.0019512176513671875
shop,shop,4,1.177,0.3417000000476837,-0.042083740234375
it,it,2,0.246,0.6025,-0.002925872802734375
was,was,3,0.749,0.21760000014305114,-0.0212554931640625
so,so,2,0.278,0.31110000014305117,-1.591796875
"crowded,",crowded,8,3.791,1.6722000000476838,-10.1171875
items,items,5,2.814,0.2692999999523163,-10.0078125
were,were,4,1.184,0.2302000000476837,-0.2386474609375
everywhere,everywhere,10,2.39,0.3156000001430512,-2.259765625
and,and,3,0.4,1.005400000333786,-0.775390625
a,a,1,4.071,0.4655999999046326,0.0
lot,lot,3,0.464,0.22229999995231628,-0.60546875
of,of,2,0.179,0.2517999999523163,-0.042999267578125
people,people,6,0.836,0.26680000019073485,-9.0390625
wee,wee,3,0.417,0.49509999990463255,-22.109375
negotiating,negotiating,11,2.012,0.6094000000953674,-11.765625
deals.,deals,6,0.913,1.6018000001907349,-19.734375
When,When,4,0.427,1.3782000000476837,-0.0126190185546875
I,I,1,1.189,0.5537000000476837,0.0
was,was,3,0.552,1.2113000001907348,0.0
a,a,1,0.925,0.2875,0.0
"kid,",kid,4,0.681,0.6425,-2.421875
I,I,1,0.433,0.34210000014305114,-0.0058441162109375
loved,loved,5,0.657,1.1133999998569488,-1.6533203125
fishing;,fishing,8,4.735,0.5997000000476838,-1.8955078125
I,I,1,0.358,0.30940000009536744,0.0
remember,remember,8,1.881,0.25759999990463256,-2.203125
sitting,sitting,7,0.834,2.0301000001430514,-2.82421875
by,by,2,2.104,0.21759999990463258,-2.21484375
the,the,3,0.308,0.30559999990463255,-0.037384033203125
calm,calm,4,0.422,0.32120000004768373,-2.99609375
water,water,5,0.653,11.764100000143051,-0.59912109375
at,at,2,0.223,0.217,-8.3046875
the,the,3,0.274,0.6513000001907349,-0.185791015625
lake,lake,4,0.838,1.3347000000476836,-3.73828125
from,from,4,1.568,5.4125,-5.03125
my,my,2,5.252,0.30029999995231627,-1.376953125
village,village,7,1.009,2.8172999999523163,-6.8671875
